ID,Value,Category,Score
8988,862.77,B,92
8989,828.19,B,60
8990,381.00,E,85
8991,773.64,B,71
8992,820.98,A,71
8993,114.64,A,18
8994,26.42,B,2
8995,819.91,D,34
8996,384.60,A,94
8997,874.41,E,94
8998,123.25,A,95
8999,945.77,E,100
9000,229.81,B,89
9001,275.50,D,66
9002,883.92,C,33
9003,552.68,A,77
9004,635.60,B,47
9005,376.96,A,75
9006,769.37,E,54
9007,993.71,C,17
9008,296.13,E,80
9009,632.86,D,3
9010,49.13,C,91
9011,777.53,B,52
9012,297.79,C,5
9013,997.25,D,51
9014,102.58,B,90
9015,275.75,A,13
9016,808.14,B,47
9017,943.17,A,18
9018,455.38,B,60
9019,149.95,C,51
9020,930.24,E,43
9021,568.92,C,18
9022,983.28,D,40
9023,311.03,C,11
9024,13.67,E,83
9025,682.12,C,90
9026,769.93,B,60
9027,173.50,D,74
9028,952.29,A,26
9029,417.61,A,17
9030,481.83,C,75
9031,11.52,A,18
9032,480.53,D,39
9033,268.69,C,1
9034,398.01,E,37
9035,635.75,B,69
9036,985.63,A,72
9037,146.67,B,56
9038,720.41,D,44
9039,728.49,D,35
9040,104.16,D,51
9041,40.47,E,68
9042,624.16,D,9
9043,873.72,D,28
9044,369.90,B,72
9045,878.84,E,95
9046,793.51,E,69
9047,519.06,C,68
9048,329.71,C,30
9049,752.22,E,92
9050,733.11,B,36
9051,47.33,B,56
9052,733.58,D,39
9053,469.99,E,9
9054,121.15,C,24
9055,264.55,A,6
9056,929.21,C,32
9057,955.79,A,90
9058,859.07,D,37
9059,573.71,D,25
9060,14.45,D,88
9061,103.80,E,73
9062,792.48,B,51
9063,365.40,C,92
9064,110.66,D,45
9065,818.31,D,83
9066,316.72,E,2
9067,127.67,D,73
9068,568.94,D,87
9069,412.40,A,32
9070,577.49,E,14
9071,692.35,D,26
9072,383.06,E,96
9073,745.23,A,73
9074,860.85,C,33
9075,285.86,E,12
9076,921.89,B,68
9077,415.98,A,36
9078,911.85,C,0
9079,35.06,C,94
9080,973.06,D,25
9081,826.44,B,87
9082,566.42,A,76
9083,411.00,A,94
9084,919.85,E,20
9085,613.06,C,57
9086,425.33,B,69
9087,539.89,C,93
9088,83.48,B,1
9089,962.58,C,14
9090,635.33,A,52
9091,285.61,D,38
9092,582.19,A,25
9093,530.96,C,69
9094,309.20,E,75
9095,768.79,A,22
9096,319.55,D,90
9097,313.90,D,63
9098,341.13,D,87
9099,695.06,C,61
9100,277.99,B,65
9101,423.17,C,26
9102,560.02,E,52
9103,994.49,E,74
9104,10.52,D,44
9105,493.63,E,71
9106,721.45,B,28
9107,415.57,E,22
9108,596.57,C,29
9109,959.84,E,42
9110,715.38,B,51
9111,274.79,D,85
9112,162.45,D,97
9113,609.86,C,18
9114,696.61,D,56
9115,635.63,D,37
9116,522.45,A,61
9117,666.94,C,87
9118,43.92,A,36
9119,465.46,D,8
9120,649.26,D,66
9121,545.87,C,97
9122,725.39,D,36
9123,839.12,B,0
9124,387.46,A,26
9125,20.38,B,14
9126,829.09,D,8
9127,96.14,B,97
9128,407.29,D,27
9129,213.99,B,62
9130,125.41,A,75
9131,889.94,E,21
9132,694.29,C,53
9133,350.24,D,62
9134,4.83,E,38
9135,288.17,C,71
9136,794.67,E,1
9137,881.38,D,8
9138,754.12,B,89
9139,602.80,B,81
9140,7.14,A,81
9141,964.37,B,80
9142,288.02,C,56
9143,623.91,E,79
9144,185.37,C,41
9145,794.62,E,60
9146,453.14,A,22
9147,234.34,A,74
9148,17.16,A,8
9149,823.56,B,11
9150,359.36,B,28
9151,206.92,A,13
9152,419.98,A,37
9153,657.81,C,83
9154,766.01,E,18
9155,320.42,E,20
9156,827.29,E,46
9157,553.77,E,63
9158,315.47,C,57
9159,298.45,C,32
9160,407.77,C,32
9161,992.33,E,6
9162,324.32,A,75
9163,51.46,C,47
9164,832.88,C,22
9165,884.33,D,27
9166,274.26,B,99
9167,762.88,E,46
9168,786.20,C,94
9169,242.67,A,63
9170,273.76,C,2
9171,783.03,D,81
9172,714.33,C,45
9173,94.13,D,64
9174,630.47,A,8
9175,528.63,C,41
9176,320.90,D,86
9177,51.78,E,47
9178,699.09,B,96
9179,534.97,B,28
9180,796.10,D,58
9181,643.80,E,15
9182,257.00,E,54
9183,142.51,D,56
9184,995.65,A,19
9185,875.49,B,97
9186,284.58,E,90
9187,684.28,D,88
9188,758.47,C,59
9189,453.23,E,37
9190,18.41,C,65
9191,744.29,C,71
9192,106.90,C,85
9193,885.30,D,66
9194,25.25,C,85
9195,75.78,B,63
9196,276.48,A,8
9197,83.19,D,16
9198,238.22,D,93
9199,677.93,D,48
9200,856.16,D,35
9201,103.61,C,56
9202,794.33,A,37
9203,160.11,C,91
9204,464.76,A,46
9205,210.12,C,66
9206,647.29,B,57
9207,74.28,A,33
9208,170.90,E,88
9209,484.25,B,68
9210,821.96,C,93
9211,886.32,A,64
9212,670.18,D,93
9213,487.84,C,63
9214,100.68,E,21
9215,221.39,C,39
9216,752.31,B,62
9217,792.25,A,5
9218,613.63,D,1
9219,444.87,B,23
9220,432.69,B,49
9221,87.28,B,17
9222,342.30,E,13
9223,532.26,C,11
9224,94.96,E,56
9225,959.53,C,8
9226,60.78,B,31
9227,436.08,C,53
9228,624.69,C,45
9229,789.03,A,12
9230,594.06,C,36
9231,427.85,B,5
9232,440.24,E,35
9233,730.46,A,9
9234,180.99,A,48
9235,5.69,A,14
9236,941.39,D,98
9237,272.64,B,67
9238,457.81,B,31
9239,281.23,C,9
9240,176.31,C,35
9241,578.75,D,92
9242,852.36,D,31
9243,768.71,A,55
9244,71.85,A,48
9245,610.39,E,96
9246,825.38,D,22
9247,680.46,B,97
9248,471.62,C,97
9249,344.58,E,62
9250,68.52,D,87
9251,513.02,B,7
9252,734.10,C,27
9253,654.83,A,44
9254,730.02,E,16
9255,663.20,D,79
9256,851.95,C,0
9257,706.22,E,96
9258,281.28,A,12
9259,386.81,A,9
9260,54.40,A,70
9261,287.22,D,99
9262,140.95,D,25
9263,282.18,A,1
9264,845.30,E,12
9265,302.71,E,99
9266,578.61,C,8
9267,937.88,A,34
9268,295.65,C,49
9269,859.40,C,41
9270,466.13,A,67
9271,964.74,A,41
9272,234.58,C,82
9273,14.76,B,47
9274,258.04,B,51
9275,64.61,A,39
9276,679.18,A,21
9277,774.38,D,64
9278,188.26,C,79
9279,573.60,E,100
9280,359.13,B,71
9281,785.28,A,99
9282,198.79,B,73
9283,679.41,B,94
9284,306.70,A,96
9285,56.66,B,84
9286,267.70,D,60
9287,454.25,B,49
9288,667.28,A,22
9289,380.10,A,92
9290,657.26,E,100
9291,672.29,C,46
9292,89.20,E,3
9293,320.29,A,97
9294,853.33,B,77
9295,616.07,C,14
9296,259.47,C,20
9297,871.36,E,96
9298,433.88,B,74
9299,766.86,A,58
9300,695.73,D,2
9301,999.75,E,32
9302,44.33,E,8
9303,296.02,B,55
9304,663.12,A,16
9305,730.12,C,19
9306,758.21,E,4
9307,796.89,E,71
9308,40.28,D,4
9309,713.19,B,89
9310,959.82,A,15
9311,635.18,C,1
9312,412.26,B,8
9313,244.71,C,86
9314,617.83,C,94
9315,51.08,C,98
9316,108.81,A,66
9317,130.68,E,88
9318,840.68,A,92
9319,623.00,B,53
9320,930.46,B,98
9321,838.89,B,71
9322,751.29,E,80
9323,154.99,E,0
9324,63.89,B,71
9325,225.52,C,88
9326,667.29,D,45
9327,272.93,B,64
9328,426.76,B,32
9329,946.36,A,25
9330,562.57,B,52
9331,37.91,E,20
9332,374.33,C,100
9333,137.60,A,49
9334,321.63,D,7
9335,946.51,C,75
9336,703.64,B,49
9337,823.75,B,63
9338,513.54,C,7
9339,699.95,E,34
9340,37.61,C,35
9341,480.12,B,57
9342,984.98,E,21
9343,592.48,B,92
9344,923.86,B,17
9345,324.83,B,18
9346,644.14,D,19
9347,147.83,C,66
9348,767.37,C,38
9349,547.11,B,52
9350,875.24,C,7
9351,638.89,C,57
9352,160.73,E,6
9353,872.53,A,4
9354,721.00,E,88
9355,237.03,B,58
9356,425.49,A,14
9357,28.56,A,93
9358,749.86,E,29
9359,624.72,B,46
9360,525.30,C,92
9361,513.22,A,26
9362,641.57,C,44
9363,214.93,C,93
9364,203.08,C,24
9365,513.90,C,98
9366,673.36,D,84
9367,634.34,E,7
9368,513.78,D,41
9369,185.76,D,66
9370,589.80,E,8
9371,480.32,B,80
9372,338.83,A,29
9373,439.88,B,64
9374,517.81,A,22
9375,555.62,C,61
9376,273.07,D,12
9377,626.39,B,77
9378,336.55,C,55
9379,430.41,E,15
9380,643.10,C,61
9381,183.36,A,38
9382,381.03,B,57
9383,680.26,C,7
9384,312.04,D,85
9385,642.52,C,37
9386,102.36,B,35
9387,823.44,D,25
9388,544.65,E,91
9389,351.48,A,55
9390,294.52,C,92
9391,24.25,E,4
9392,680.42,C,24
9393,146.82,E,12
9394,819.49,A,26
9395,624.83,E,45
9396,955.50,B,88
9397,12.91,C,4
9398,61.46,C,0
9399,452.64,D,15
9400,31.99,D,82
9401,996.34,D,79
9402,524.04,C,23
9403,859.09,D,90
9404,806.37,C,64
9405,419.50,C,27
9406,619.27,B,88
9407,842.33,E,27
9408,954.36,D,80
9409,810.56,D,57
9410,677.60,D,94
9411,557.02,B,10
9412,296.49,B,41
9413,95.55,A,56
9414,473.27,C,59
9415,729.86,A,84
9416,140.89,C,74
9417,65.32,C,25
9418,840.82,C,9
9419,796.94,A,77
9420,218.58,C,51
9421,20.91,E,100
9422,961.16,E,100
9423,593.70,B,78
9424,680.19,C,95
9425,103.21,C,74
9426,80.97,D,59
9427,324.97,B,55
9428,853.64,D,7
9429,195.84,E,47
9430,878.79,C,15
9431,220.83,E,10
9432,182.69,C,34
9433,205.05,E,98
9434,414.84,D,88
9435,975.81,C,66
9436,427.69,C,85
9437,447.35,E,56
9438,746.56,C,66
9439,154.54,B,80
9440,716.23,C,79
9441,52.40,C,14
9442,663.75,A,78
9443,505.35,A,10
9444,215.06,C,68
9445,129.46,C,98
9446,420.06,A,61
9447,692.32,B,72
9448,209.71,B,17
9449,92.11,B,11
9450,446.48,A,9
9451,257.14,C,51
9452,946.30,C,5
9453,50.76,B,77
9454,891.75,B,28
9455,729.04,B,97
9456,266.24,E,69
9457,281.58,C,60
9458,374.62,C,40
9459,401.98,C,84
9460,582.57,C,21
9461,868.55,C,18
9462,847.79,B,28
9463,443.32,E,75
9464,640.23,A,56
9465,170.39,C,45
9466,36.62,E,79
9467,950.20,D,53
9468,931.46,A,48
9469,662.01,D,64
9470,471.53,E,97
9471,273.80,E,80
9472,298.73,E,69
9473,503.82,C,10
9474,881.28,A,27
9475,764.00,A,4
9476,583.91,E,76
9477,379.13,E,90
9478,858.24,D,7
9479,556.92,C,14
9480,729.82,D,4
9481,903.89,E,49
9482,722.20,B,20
9483,444.27,B,68
9484,596.00,A,35
9485,868.62,C,80
9486,545.23,A,64
9487,465.17,B,3
9488,89.58,D,23
9489,182.25,A,40
9490,596.36,D,78
9491,303.09,D,3
9492,416.65,B,32
9493,647.15,E,66
9494,216.74,D,59
9495,849.47,A,89
9496,334.67,B,96
9497,97.86,D,90
9498,628.90,A,60
9499,148.79,E,75
9500,76.00,A,3
9501,278.16,C,100
9502,896.74,A,68
9503,854.42,A,85
9504,247.59,D,98
9505,847.03,D,62
9506,302.22,C,27
9507,571.41,C,17
9508,569.52,C,39
9509,178.16,C,92
9510,352.80,B,95
9511,838.26,C,74
9512,672.67,B,58
9513,47.62,B,61
9514,737.24,B,28
9515,32.14,E,15
9516,25.59,B,100
9517,270.59,D,33
9518,145.64,B,69
9519,678.11,C,18
9520,560.75,A,41
9521,105.12,A,16
9522,467.47,D,98
9523,933.19,D,81
9524,370.44,E,28
9525,274.19,A,21
9526,879.24,B,40
9527,331.13,C,41
9528,656.35,A,73
9529,638.22,A,30
9530,33.94,C,79
9531,479.94,B,81
9532,996.16,E,52
9533,428.43,B,75
9534,23.78,E,78
9535,444.29,D,78
9536,362.98,C,90
9537,702.57,C,33
9538,578.97,E,45
9539,474.29,C,92
9540,530.30,C,30
9541,395.87,B,18
9542,675.80,E,8
9543,785.19,C,53
9544,711.99,B,66
9545,575.14,E,8
9546,991.91,C,53
9547,396.23,B,54
9548,466.86,B,60
9549,924.06,C,57
9550,786.22,C,68
9551,993.11,B,15
9552,815.10,D,45
9553,489.06,D,89
9554,967.06,C,39
9555,961.16,B,46
9556,220.44,B,2
9557,362.96,C,93
9558,542.18,D,100
9559,965.97,B,78
9560,198.41,E,30
9561,327.88,B,43
9562,368.77,B,53
9563,809.51,E,17
9564,962.98,D,53
9565,795.10,C,36
9566,908.28,C,57
9567,195.14,A,41
9568,374.90,B,4
9569,32.74,E,72
9570,390.92,E,57
9571,929.26,E,9
9572,203.08,A,53
9573,360.74,A,0
9574,673.35,A,92
9575,619.07,D,94
9576,929.58,C,41
9577,531.38,C,32
9578,644.42,C,66
9579,734.01,E,63
9580,554.43,C,88
9581,567.17,A,72
9582,144.70,A,60
9583,871.60,A,13
9584,851.87,C,91
9585,155.87,A,39
9586,200.59,E,12
9587,122.27,E,75
9588,262.26,B,70
9589,886.76,A,19
9590,657.22,A,46
9591,109.43,E,51
9592,884.23,A,56
9593,186.78,E,75
9594,596.14,A,77
9595,470.37,C,99
9596,370.67,A,64
9597,431.54,E,16
9598,576.72,D,21
9599,924.95,C,66
9600,769.82,E,33
9601,157.84,C,79
9602,562.38,B,99
9603,739.92,A,30
9604,996.93,A,95
9605,312.93,A,95
9606,222.44,B,6
9607,302.10,C,90
9608,142.73,E,67
9609,315.83,C,44
9610,63.69,D,52
9611,658.78,D,30
9612,591.51,C,2
9613,790.12,A,96
9614,702.49,A,40
9615,790.88,A,39
9616,805.28,D,35
9617,214.63,D,63
9618,980.67,B,99
9619,915.82,E,92
9620,401.95,A,53
9621,189.75,E,53
9622,965.83,A,96
9623,873.55,C,77
9624,579.18,B,7
9625,870.25,C,51
9626,313.30,B,69
9627,381.28,C,39
9628,696.49,A,8
9629,605.12,C,32
9630,357.45,E,93
9631,940.03,B,20
9632,404.91,D,27
9633,560.42,D,26
9634,992.21,A,79
9635,897.77,D,24
9636,678.04,B,18
9637,273.71,C,66
9638,245.43,A,68
9639,839.24,B,47
9640,269.27,B,43
9641,282.45,E,85
9642,994.69,B,2
9643,983.93,E,6
9644,860.76,E,37
9645,387.79,D,43
9646,425.11,B,22
9647,515.36,E,64
9648,720.76,B,75
9649,98.81,E,54
9650,579.13,A,73
9651,686.33,A,7
9652,183.57,E,56
9653,733.72,D,32
9654,319.97,D,71
9655,174.43,B,27
9656,645.05,D,98
9657,727.49,A,33
9658,185.08,B,5
9659,177.27,B,97
9660,725.33,E,75
9661,63.80,B,29
9662,414.25,D,29
9663,123.82,B,92
9664,615.54,E,50
9665,542.86,C,44
9666,741.87,D,82
9667,338.19,A,15
9668,124.77,A,83
9669,140.37,B,29
9670,753.19,C,72
9671,880.17,E,25
9672,932.18,A,80
9673,981.21,E,21
9674,514.45,B,59
9675,466.66,E,93
9676,620.22,A,34
9677,11.27,C,92
9678,747.77,A,59
9679,241.06,C,17
9680,565.71,C,67
9681,924.31,A,37
9682,539.15,E,2
9683,908.25,A,84
9684,323.05,E,0
9685,310.81,A,3
9686,507.49,B,26
9687,717.45,E,55
9688,480.89,C,58
9689,654.61,E,73
9690,864.64,D,15
9691,24.38,A,90
9692,60.05,D,67
9693,320.37,A,19
9694,798.05,B,56
9695,307.18,A,17
9696,684.01,D,73
9697,844.54,E,14
9698,594.47,E,66
9699,876.93,D,46
9700,178.23,E,50
9701,536.77,C,5
9702,332.67,A,27
9703,852.97,E,20
9704,761.46,C,0
9705,461.26,A,61
9706,16.91,C,56
9707,380.94,C,16
9708,444.46,D,6
9709,879.11,D,24
9710,677.30,B,54
9711,765.68,E,66
9712,832.90,C,68
9713,562.46,A,91
9714,41.53,D,62
9715,233.98,D,90
9716,503.70,D,39
9717,191.83,C,88
9718,133.39,C,49
9719,246.99,E,50
9720,511.63,A,89
9721,215.57,D,29
9722,801.77,C,38
9723,288.89,C,26
9724,448.56,D,24
9725,640.83,D,57
9726,47.21,A,13
9727,183.85,A,73
9728,134.37,A,77
9729,189.34,C,11
9730,600.79,D,66
9731,436.96,E,62
9732,307.84,D,45
9733,313.65,A,20
9734,951.79,B,18
9735,617.05,E,72
9736,503.55,E,15
9737,195.61,C,95
9738,205.78,E,29
9739,356.95,D,8
9740,903.53,C,43
9741,416.66,B,3
9742,174.54,B,27
9743,226.92,C,87
9744,38.92,E,58
9745,390.65,A,24
9746,624.42,D,2
9747,733.33,B,54
9748,452.80,C,77
9749,412.98,C,21
9750,1.10,C,77
9751,622.47,B,5
9752,681.86,B,69
9753,688.94,A,18
9754,765.08,E,9
9755,88.32,A,95
9756,626.59,A,19
9757,994.04,A,62
9758,238.70,C,84
9759,830.44,D,80
9760,504.63,B,100
9761,420.80,A,0
9762,595.33,B,65
9763,501.75,D,65
9764,369.88,C,87
9765,617.35,E,81
9766,598.62,D,82
9767,97.06,C,36
9768,516.14,E,82
9769,403.98,E,52
9770,527.45,B,32
9771,271.36,E,6
9772,228.84,C,4
9773,223.57,E,96
9774,387.19,D,88
9775,727.62,D,50
9776,504.45,C,50
9777,181.93,C,27
9778,369.50,D,20
9779,970.69,E,37
9780,684.71,E,81
9781,137.82,C,66
9782,583.19,E,6
9783,287.87,A,37
9784,114.54,A,52
9785,297.02,A,65
9786,289.35,B,58
9787,372.09,A,66
9788,619.86,A,82
9789,538.84,A,8
9790,339.08,D,49
9791,105.46,C,94
9792,70.19,C,69
9793,743.52,A,3
9794,12.20,D,14
9795,787.98,A,12
9796,455.37,C,3
9797,483.71,C,81
9798,984.19,A,74
9799,676.00,D,45
9800,662.25,B,78
9801,291.47,E,29
9802,606.60,C,59
9803,748.90,D,23
9804,87.55,C,4
9805,38.40,B,93
9806,942.12,E,88
9807,293.11,A,90
9808,405.09,C,77
9809,937.96,A,77
9810,24.92,E,25
9811,344.89,A,58
9812,35.06,A,90
9813,522.74,A,63
9814,842.23,B,6
9815,591.07,D,75
9816,195.18,A,6
9817,212.93,C,41
9818,567.63,D,60
9819,76.90,E,35
9820,418.94,C,17
9821,451.64,A,12
9822,940.01,A,96
9823,960.30,C,84
9824,403.03,D,8
9825,244.02,A,92
9826,802.35,E,38
9827,296.12,C,47
9828,817.69,A,76
9829,926.50,B,97
9830,314.90,B,76
9831,465.77,B,94
9832,678.67,D,46
9833,340.75,D,96
9834,662.36,E,28
9835,700.04,D,20
9836,221.61,D,93
9837,189.82,C,66
9838,42.59,A,17
9839,951.81,A,14
9840,374.13,C,42
9841,832.92,E,71
9842,756.76,C,85
9843,656.24,D,51
9844,348.82,D,56
9845,346.46,A,24
9846,330.92,B,12
9847,698.09,A,15
9848,122.72,B,16
9849,156.73,B,6
9850,134.50,B,19
9851,276.66,C,15
9852,235.03,D,53
9853,522.80,D,51
9854,650.81,C,10
9855,712.62,C,66
9856,323.61,A,29
9857,340.15,D,46
9858,125.80,B,87
9859,570.81,E,52
9860,700.66,B,55
9861,578.23,D,45
9862,772.10,D,14
9863,748.17,D,75
9864,545.34,D,22
9865,932.65,B,97
9866,853.49,A,85
9867,856.27,D,99
9868,899.07,C,56
9869,862.55,A,97
9870,141.93,B,13
9871,276.82,A,71
9872,654.62,D,7
9873,100.04,B,20
9874,299.85,D,95
9875,18.63,D,57
9876,775.29,C,42
9877,700.32,A,16
9878,707.80,A,69
9879,820.22,D,35
9880,201.92,C,36
9881,797.88,C,14
9882,691.46,B,34
9883,72.99,E,1
9884,594.47,C,70
9885,399.59,E,29
9886,276.10,C,90
9887,448.84,D,67
9888,479.89,E,41
9889,83.15,B,40
9890,137.65,A,81
9891,92.59,C,61
9892,9.23,C,24
9893,910.64,D,27
9894,511.98,E,4
9895,980.20,E,79
9896,208.81,A,86
9897,82.34,C,19
9898,52.69,C,83
9899,377.45,E,53
9900,108.30,A,1
9901,358.27,D,84
9902,466.00,B,3
9903,967.66,D,30
9904,652.88,D,82
9905,925.43,C,100
9906,976.42,C,31
9907,545.69,E,46
9908,158.89,C,43
9909,589.91,C,21
9910,427.73,E,86
9911,97.51,C,47
9912,41.31,A,74
9913,83.45,B,43
9914,624.18,E,87
9915,553.05,D,99
9916,42.03,C,19
9917,988.01,C,83
9918,40.02,D,22
9919,412.67,E,96
9920,373.26,D,13
9921,560.98,C,87
9922,28.15,B,20
9923,346.69,B,45
9924,549.71,C,25
9925,709.08,C,28
9926,776.66,E,74
9927,83.64,C,60
9928,914.31,B,8
9929,162.27,A,13
9930,616.23,E,57
9931,378.80,B,54
9932,825.92,B,46
9933,298.75,B,64
9934,736.82,B,96
9935,112.80,A,97
9936,315.69,C,86
9937,161.96,A,63
9938,874.60,C,29
9939,753.11,C,44
9940,353.98,A,94
9941,371.72,E,46
9942,794.38,D,38
9943,567.56,D,41
9944,966.66,A,36
9945,583.58,A,46
9946,281.65,C,2
9947,593.99,D,72
9948,251.41,B,41
9949,461.20,E,78
9950,871.16,D,58
9951,943.47,A,75
9952,692.85,C,70
9953,873.54,E,88
9954,335.62,E,93
9955,131.97,D,33
9956,459.71,D,60
9957,40.86,B,99
9958,884.09,C,3
9959,412.59,A,8
9960,356.18,B,52
9961,863.89,A,69
9962,406.08,C,78
9963,301.75,B,48
9964,786.66,E,38
9965,881.79,B,2
9966,55.47,A,24
9967,402.33,D,82
9968,520.45,D,5
9969,87.67,C,61
9970,585.79,A,34
9971,215.86,B,56
9972,473.45,A,83
9973,113.44,B,40
9974,363.14,D,71
9975,952.93,D,58
9976,89.12,D,66
9977,4.70,E,86
9978,810.36,A,83
9979,756.08,E,14
9980,770.13,D,50
9981,190.30,D,61
9982,901.33,D,71
9983,278.92,D,44
9984,194.86,C,2
9985,314.21,D,66
9986,83.89,B,70
9987,827.51,E,36
9988,401.38,A,99
9989,875.70,A,15
9990,714.88,C,70
9991,127.01,A,95
9992,573.41,B,100
9993,359.71,C,6
9994,622.41,A,58
9995,469.21,D,43
9996,81.51,B,40
9997,58.84,B,86
9998,479.87,A,25
9999,526.66,B,90
10000,127.14,E,7
